,Broader,parentterm,Year,InitialN,InitialCount,ReplicationN,ReplicationCount,InitialAssociationSum
0,European,All,2008,97.67579749711417,86.86440677966102,79.40288933662615,83.51648351648352,92.59723964868256
1,European,Other measurement,2008,98.99130230601403,94.23076923076923,96.60560937433902,86.36363636363636,95.7286432160804
2,European,Cardiovascular measurement,2008,86.14303959131546,75.0,93.57110912343471,66.66666666666666,75.0
3,European,Neurological disorder,2008,94.36598435447688,78.37837837837837,83.1416200846554,68.42105263157895,88.76404494382022
4,European,Digestive system disorder,2008,100.0,100.0,100.0,100.0,100.0
5,European,Cancer,2008,96.05802496323712,81.81818181818183,91.77867207730334,84.21052631578947,93.33333333333333
6,European,Cardiovascular disease,2008,100.0,100.0,95.3328019131128,50.0,100.0
7,European,Metabolic disorder,2008,93.13363779590371,83.33333333333334,84.70107280491615,80.0,92.5925925925926
8,European,Other disease,2008,100.0,100.0,100.0,100.0,100.0
9,European,Hematological measurement,2008,100.0,100.0,100.0,100.0,100.0
10,European,Lipid or lipoprotein measurement,2008,96.90590702804347,85.18518518518519,94.27791462208344,80.0,95.4356846473029
11,European,Liver enzyme measurement,2008,100.0,100.0,60.395077720207254,66.66666666666666,100.0
12,European,Inflammatory measurement,2008,100.0,100.0,100.0,100.0,100.0
13,European,Biological process,2008,100.0,100.0,100.0,100.0,100.0
14,European,Immune system disorder,2008,100.0,100.0,100.0,100.0,100.0
15,European,Response to drug,2008,68.84875846501129,54.54545454545454,99.39615630261859,75.0,50.0
16,European,Other trait,2008,100.0,100.0,100.0,100.0,100.0
17,European,Body measurement,2008,97.93406803391039,71.42857142857143,94.4162215038201,73.33333333333333,79.66101694915254
18,Hispanic or Latin American,All,2008,0.002931637869432178,0.847457627118644,1.702913941483046,0.0,0.18820577164366373
19,Hispanic or Latin American,Other measurement,2008,0.0,0.0,0.0,0.0,0.0
20,Hispanic or Latin American,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
21,Hispanic or Latin American,Neurological disorder,2008,0.039520637909590726,2.7027027027027026,0.0,0.0,1.1235955056179776
22,Hispanic or Latin American,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
23,Hispanic or Latin American,Cancer,2008,0.004262362627604481,4.545454545454546,0.0,0.0,1.6666666666666667
24,Hispanic or Latin American,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
25,Hispanic or Latin American,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
26,Hispanic or Latin American,Other disease,2008,0.0,0.0,0.0,0.0,0.0
27,Hispanic or Latin American,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
28,Hispanic or Latin American,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
29,Hispanic or Latin American,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
30,Hispanic or Latin American,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
31,Hispanic or Latin American,Biological process,2008,0.0,0.0,0.0,0.0,0.0
32,Hispanic or Latin American,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
33,Hispanic or Latin American,Response to drug,2008,0.0,0.0,0.0,0.0,0.0
34,Hispanic or Latin American,Other trait,2008,0.0,0.0,0.0,0.0,0.0
35,Hispanic or Latin American,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
36,African American or Afro-Caribbean,All,2008,0.30994741374571705,3.389830508474576,1.5921219983621746,3.8461538461538463,3.82685069008783
37,African American or Afro-Caribbean,Other measurement,2008,0.2837268004422225,1.9230769230769231,1.8721181099031263,6.8181818181818175,3.5175879396984926
38,African American or Afro-Caribbean,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
39,African American or Afro-Caribbean,Neurological disorder,2008,0.5370157268891446,5.405405405405405,0.29726323952308636,5.263157894736842,4.49438202247191
40,African American or Afro-Caribbean,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
41,African American or Afro-Caribbean,Cancer,2008,0.0014207875425348271,4.545454545454546,0.0,0.0,1.6666666666666667
42,African American or Afro-Caribbean,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
43,African American or Afro-Caribbean,Metabolic disorder,2008,0.0,0.0,2.001354025622331,6.666666666666667,0.0
44,African American or Afro-Caribbean,Other disease,2008,0.0,0.0,0.0,0.0,0.0
45,African American or Afro-Caribbean,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
46,African American or Afro-Caribbean,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
47,African American or Afro-Caribbean,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
48,African American or Afro-Caribbean,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
49,African American or Afro-Caribbean,Biological process,2008,0.0,0.0,0.0,0.0,0.0
50,African American or Afro-Caribbean,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
51,African American or Afro-Caribbean,Response to drug,2008,21.44469525959368,18.181818181818183,0.0,0.0,18.421052631578945
52,African American or Afro-Caribbean,Other trait,2008,0.0,0.0,0.0,0.0,0.0
53,African American or Afro-Caribbean,Body measurement,2008,0.8525368483329597,14.285714285714285,1.821137265312208,13.333333333333334,17.51412429378531
54,Asian,All,2008,0.978654011763197,4.661016949152542,15.70827158875944,8.241758241758241,1.631116687578419
55,Asian,Other measurement,2008,0.15115789885628747,1.9230769230769231,1.4006514657980456,4.545454545454546,0.25125628140703515
56,Asian,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
57,Asian,Neurological disorder,2008,1.3843846985388988,5.405405405405405,8.551164819541828,15.789473684210526,0.5617977528089888
58,Asian,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
59,Asian,Cancer,2008,0.776460391995283,4.545454545454546,4.594370396941945,10.526315789473683,1.6666666666666667
60,Asian,Cardiovascular disease,2008,0.0,0.0,4.667198086887206,50.0,0.0
61,Asian,Metabolic disorder,2008,6.866362204096285,16.666666666666664,13.297573169461515,13.333333333333334,7.4074074074074066
62,Asian,Other disease,2008,0.0,0.0,0.0,0.0,0.0
63,Asian,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
64,Asian,Lipid or lipoprotein measurement,2008,1.6679624640642234,7.4074074074074066,4.1578579879361515,10.0,3.319502074688797
65,Asian,Liver enzyme measurement,2008,0.0,0.0,39.604922279792746,33.33333333333333,0.0
66,Asian,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
67,Asian,Biological process,2008,0.0,0.0,0.0,0.0,0.0
68,Asian,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
69,Asian,Response to drug,2008,1.203912716328066,9.090909090909092,0.0,0.0,15.789473684210526
70,Asian,Other trait,2008,0.0,0.0,0.0,0.0,0.0
71,Asian,Body measurement,2008,1.2133951177566522,14.285714285714285,3.762641230867695,13.333333333333334,2.824858757062147
72,African,All,2008,0.0,0.0,0.5484585948260915,0.0,0.0
73,African,Other measurement,2008,0.0,0.0,0.0,0.0,0.0
74,African,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
75,African,Neurological disorder,2008,0.0,0.0,0.0,0.0,0.0
76,African,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
77,African,Cancer,2008,0.0,0.0,0.0,0.0,0.0
78,African,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
79,African,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
80,African,Other disease,2008,0.0,0.0,0.0,0.0,0.0
81,African,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
82,African,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
83,African,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
84,African,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
85,African,Biological process,2008,0.0,0.0,0.0,0.0,0.0
86,African,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
87,African,Response to drug,2008,0.0,0.0,0.0,0.0,0.0
88,African,Other trait,2008,0.0,0.0,0.0,0.0,0.0
89,African,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
90,Other/Mixed,All,2008,1.032669439507485,4.23728813559322,1.0453445399431,4.395604395604396,1.7565872020075282
91,Other/Mixed,Other measurement,2008,0.5738129946874603,1.9230769230769231,0.12162104995981217,2.272727272727273,0.5025125628140703
92,Other/Mixed,Cardiovascular measurement,2008,13.856960408684547,25.0,6.428890876565295,33.33333333333333,25.0
93,Other/Mixed,Neurological disorder,2008,3.6730945821854912,8.108108108108109,8.009951856279686,10.526315789473683,5.056179775280898
94,Other/Mixed,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
95,Other/Mixed,Cancer,2008,3.159831494597455,4.545454545454546,3.626957525754705,5.263157894736842,1.6666666666666667
96,Other/Mixed,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
97,Other/Mixed,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
98,Other/Mixed,Other disease,2008,0.0,0.0,0.0,0.0,0.0
99,Other/Mixed,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
100,Other/Mixed,Lipid or lipoprotein measurement,2008,1.4261305078923103,7.4074074074074066,1.5642273899804109,10.0,1.2448132780082988
101,Other/Mixed,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
102,Other/Mixed,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
103,Other/Mixed,Biological process,2008,0.0,0.0,0.0,0.0,0.0
104,Other/Mixed,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
105,Other/Mixed,Response to drug,2008,8.502633559066968,18.181818181818183,0.6038436973814086,25.0,15.789473684210526
106,Other/Mixed,Other trait,2008,0.0,0.0,0.0,0.0,0.0
107,Other/Mixed,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
108,European,All,2009,90.40467787332587,73.15634218289085,79.40288933662615,68.88888888888889,67.09462672372801
109,European,Other measurement,2009,89.70015347736155,83.07692307692308,88.90874833366847,75.0,66.90017513134852
110,European,Cardiovascular measurement,2009,91.21776674769247,84.21052631578947,84.58590210205749,66.66666666666666,88.88888888888889
111,European,Neurological disorder,2009,85.94287780187997,58.97435897435898,78.9901269393512,65.51724137931035,48.38709677419355
112,European,Digestive system disorder,2009,74.96785255036433,53.84615384615385,55.645310192023636,50.0,53.57142857142857
113,European,Cancer,2009,97.39052761524334,81.81818181818183,83.51088900794244,74.19354838709677,79.19463087248322
114,European,Cardiovascular disease,2009,98.72034874587632,71.42857142857143,88.38231218015021,58.82352941176471,90.32258064516128
115,European,Metabolic disorder,2009,98.50712427504237,80.0,92.52475762373034,77.77777777777779,91.76470588235294
116,European,Other disease,2009,94.65184172929996,77.77777777777779,70.55432230863823,58.82352941176471,90.78947368421053
117,European,Hematological measurement,2009,95.6141008344576,93.54838709677419,90.80357850876244,84.84848484848484,95.83333333333334
118,European,Lipid or lipoprotein measurement,2009,84.68298807281857,50.0,44.877660632584046,50.0,44.44444444444444
119,European,Liver enzyme measurement,2009,81.79650238473768,50.0,55.570966250577904,50.0,100.0
120,European,Inflammatory measurement,2009,28.226931056766773,57.14285714285714,23.793590212788203,66.66666666666666,5.0
121,European,Biological process,2009,98.298843802931,80.0,88.57315317825139,62.5,96.42857142857143
122,European,Immune system disorder,2009,89.6047920449339,77.77777777777779,60.72351085785491,66.66666666666666,81.20805369127517
123,European,Response to drug,2009,75.9612846458425,46.15384615384615,77.63307624225565,66.66666666666666,34.234234234234236
124,European,Other trait,2009,96.45793673295799,66.66666666666666,57.514226590791516,57.14285714285714,97.77777777777777
125,European,Body measurement,2009,69.83095325277677,64.28571428571429,54.343185550082104,50.0,56.11510791366906
126,Hispanic or Latin American,All,2009,0.23784185222488108,4.129793510324483,1.702913941483046,4.814814814814815,0.5230622919638611
127,Hispanic or Latin American,Other measurement,2009,0.09776443893244648,3.076923076923077,0.3304735732850749,3.8461538461538463,0.0
128,Hispanic or Latin American,Cardiovascular measurement,2009,0.1946318992333713,5.263157894736842,1.4276164302161478,6.666666666666667,0.0
129,Hispanic or Latin American,Neurological disorder,2009,0.0,0.0,0.0,0.0,0.0
130,Hispanic or Latin American,Digestive system disorder,2009,0.45924928050946057,7.6923076923076925,0.0,0.0,10.714285714285714
131,Hispanic or Latin American,Cancer,2009,0.0,0.0,0.0,0.0,0.0
132,Hispanic or Latin American,Cardiovascular disease,2009,0.0,0.0,0.0,0.0,0.0
133,Hispanic or Latin American,Metabolic disorder,2009,0.27327621184276474,10.0,0.5552409896116202,11.11111111111111,0.0
134,Hispanic or Latin American,Other disease,2009,1.8336542642400149,5.555555555555555,3.6843029848124313,11.76470588235294,1.3157894736842104
135,Hispanic or Latin American,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
136,Hispanic or Latin American,Lipid or lipoprotein measurement,2009,0.7986329078607798,12.5,19.11676944499702,25.0,0.0
137,Hispanic or Latin American,Liver enzyme measurement,2009,18.20349761526232,50.0,44.429033749422096,50.0,0.0
138,Hispanic or Latin American,Inflammatory measurement,2009,0.7788850719363287,14.285714285714285,5.024311183144246,16.666666666666664,0.0
139,Hispanic or Latin American,Biological process,2009,1.686427571986155,10.0,4.462088498862423,12.5,0.0
140,Hispanic or Latin American,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
141,Hispanic or Latin American,Response to drug,2009,1.6102067751869775,3.8461538461538463,0.0,0.0,3.153153153153153
142,Hispanic or Latin American,Other trait,2009,0.9275385799343836,16.666666666666664,22.9565442317641,28.57142857142857,0.0
143,Hispanic or Latin American,Body measurement,2009,0.23292241344236952,7.142857142857142,2.629994526546251,16.666666666666664,0.0
144,African American or Afro-Caribbean,All,2009,0.4636601920518431,3.5398230088495577,1.5921219983621746,4.074074074074074,3.6138849262957677
145,African American or Afro-Caribbean,Other measurement,2009,0.0,0.0,0.0,0.0,0.0
146,African American or Afro-Caribbean,Cardiovascular measurement,2009,0.0,0.0,2.302607145509916,13.333333333333334,0.0
147,African American or Afro-Caribbean,Neurological disorder,2009,3.297180043383948,10.256410256410255,0.2482369534555712,6.896551724137931,11.059907834101383
148,African American or Afro-Caribbean,Digestive system disorder,2009,1.169554834364093,7.6923076923076925,0.0,0.0,10.714285714285714
149,African American or Afro-Caribbean,Cancer,2009,0.0,0.0,0.0,0.0,0.0
150,African American or Afro-Caribbean,Cardiovascular disease,2009,0.6656804733727811,7.142857142857142,2.4661812724359624,11.76470588235294,6.451612903225806
151,African American or Afro-Caribbean,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
152,African American or Afro-Caribbean,Other disease,2009,2.3156717808559537,5.555555555555555,22.64720443330086,17.647058823529413,0.0
153,African American or Afro-Caribbean,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
154,African American or Afro-Caribbean,Lipid or lipoprotein measurement,2009,0.0,0.0,0.0,0.0,0.0
155,African American or Afro-Caribbean,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
156,African American or Afro-Caribbean,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
157,African American or Afro-Caribbean,Biological process,2009,0.014728625082848515,10.0,5.808608441287087,12.5,3.571428571428571
