,Broader,parentterm,Year,InitialN,InitialCount,ReplicationN,ReplicationCount,InitialAssociationSum
0,European,All,2008,97.67579749711417,86.86440677966102,93.63085980893135,83.51648351648352,92.59723964868256
1,European,Neurological disorder,2008,94.36598435447688,78.37837837837837,83.14,68.42105263157895,88.76404494382022
2,European,Metabolic disorder,2008,93.13363779590371,83.33333333333334,84.7,80.0,92.5925925925926
3,European,Other disease,2008,100.0,100.0,100.0,100.0,100.0
4,European,Cardiovascular disease,2008,100.0,100.0,95.33,50.0,100.0
5,European,Lipid or lipoprotein measurement,2008,96.90590702804347,85.18518518518519,94.28,80.0,95.4356846473029
6,European,Digestive system disorder,2008,100.0,100.0,100.0,100.0,100.0
7,European,Cardiovascular measurement,2008,86.14303959131546,75.0,93.57,66.66666666666666,75.0
8,European,Biological process,2008,100.0,100.0,100.0,100.0,100.0
9,European,Other measurement,2008,98.99130230601403,94.23076923076923,96.61,86.36363636363636,95.7286432160804
10,European,Immune system disorder,2008,100.0,100.0,100.0,100.0,100.0
11,European,Cancer,2008,96.05802496323712,81.81818181818183,91.78,84.21052631578947,93.33333333333333
12,European,Other trait,2008,100.0,100.0,100.0,100.0,100.0
13,European,Inflammatory measurement,2008,100.0,100.0,100.0,100.0,100.0
14,European,Response to drug,2008,68.84875846501129,54.54545454545454,99.4,75.0,50.0
15,European,Hematological measurement,2008,100.0,100.0,100.0,100.0,100.0
16,European,Body measurement,2008,97.93406803391039,71.42857142857143,94.42,73.33333333333333,79.66101694915254
17,European,Liver enzyme measurement,2008,100.0,100.0,60.4,66.66666666666666,100.0
18,Other/Mixed,All,2008,1.032669439507485,4.23728813559322,0.9818188550692438,4.395604395604396,1.7565872020075282
19,Other/Mixed,Neurological disorder,2008,3.6730945821854912,8.108108108108109,8.01,10.526315789473683,5.056179775280898
20,Other/Mixed,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
21,Other/Mixed,Other disease,2008,0.0,0.0,0.0,0.0,0.0
22,Other/Mixed,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
23,Other/Mixed,Lipid or lipoprotein measurement,2008,1.4261305078923103,7.4074074074074066,1.56,10.0,1.2448132780082988
24,Other/Mixed,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
25,Other/Mixed,Cardiovascular measurement,2008,13.856960408684547,25.0,6.43,33.33333333333333,25.0
26,Other/Mixed,Biological process,2008,0.0,0.0,0.0,0.0,0.0
27,Other/Mixed,Other measurement,2008,0.5738129946874603,1.9230769230769231,0.12,2.272727272727273,0.5025125628140703
28,Other/Mixed,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
29,Other/Mixed,Cancer,2008,3.159831494597455,4.545454545454546,3.63,5.263157894736842,1.6666666666666667
30,Other/Mixed,Other trait,2008,0.0,0.0,0.0,0.0,0.0
31,Other/Mixed,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
32,Other/Mixed,Response to drug,2008,8.502633559066968,18.181818181818183,0.6,25.0,15.789473684210526
